,column,db_b,I,EI,p_norm,p_rand,z_norm,z_rand,p_sim,p_z_sim
0,SHAPE_Length,10,0.6628190543605786,-7.395902669920864e-05,0.0009749344558191986,0.0009496100259074325,3.4875502959503586,3.494581841503895,0.008,0.002307897883544463
1,SHAPE_Length,50,0.4333019489380179,-7.395902669920864e-05,0.0,0.0,21.31453622721381,21.357369328061754,0.002,0.0
2,SHAPE_Length,100,0.17356764735076208,-7.395902669920864e-05,0.0,0.0,23.216569306621277,23.26224254132281,0.002,0.0
3,SHAPE_Length,150,0.11773038253141462,-7.395902669920864e-05,0.0,0.0,24.353315624769472,24.399561742824773,0.002,0.0
4,SHAPE_Length,200,0.09839094043242262,-7.395902669920864e-05,0.0,0.0,27.110474769315548,27.159491612894985,0.002,0.0
5,SHAPE_Length,300,0.0866011994445025,-7.395902669920864e-05,0.0,0.0,35.614624267155634,35.6699115693017,0.002,0.0
6,SHAPE_Length,400,0.07492436317399358,-7.395902669920864e-05,0.0,0.0,40.75766903451955,40.806783555386865,0.002,0.0
7,DIRECTIONALITY_Bi-direction,10,0.6564441429539798,-7.395902669920864e-05,0.0011046288241374214,0.00014623979628503037,3.4540112123972904,3.965898752921475,0.01,0.0006220551539315444
8,DIRECTIONALITY_Bi-direction,50,0.3566912110106206,-7.395902669920864e-05,0.0,0.0,17.54662407765326,20.146818148122748,0.002,0.0
9,DIRECTIONALITY_Bi-direction,100,0.30088836574854194,-7.395902669920864e-05,0.0,0.0,40.239852749560846,46.20116283056007,0.002,0.0
10,DIRECTIONALITY_Bi-direction,150,0.27547730058207287,-7.395902669920864e-05,0.0,0.0,56.96383263383236,65.39720774700506,0.002,0.0
11,DIRECTIONALITY_Bi-direction,200,0.25354184855981116,-7.395902669920864e-05,0.0,0.0,69.82838544945788,80.15682861790242,0.002,0.0
12,DIRECTIONALITY_Bi-direction,300,0.22123828887401947,-7.395902669920864e-05,0.0,0.0,90.93669620832043,104.35230546586322,0.002,0.0
13,DIRECTIONALITY_Bi-direction,400,0.19525248290113223,-7.395902669920864e-05,0.0,0.0,106.14971428935935,121.75407242746746,0.002,0.0
14,DIRECTIONALITY_one-way,10,0.5368235308355066,-7.395902669920864e-05,0.009465733416738509,0.0029831808639273483,2.8246745128538664,3.1763147055242116,0.026,0.005744406955956904
15,DIRECTIONALITY_one-way,50,0.3318002448740243,-7.395902669920864e-05,0.0,0.0,16.322422663365074,18.35418529253449,0.002,0.0
16,DIRECTIONALITY_one-way,100,0.2871335424436291,-7.395902669920864e-05,0.0,0.0,38.40077849068386,43.179122592687776,0.002,0.0
17,DIRECTIONALITY_one-way,150,0.2673745262790143,-7.395902669920864e-05,0.0,0.0,55.28877195755574,62.163490709123415,0.002,0.0
18,DIRECTIONALITY_one-way,200,0.24475979454350916,-7.395902669920864e-05,0.0,0.0,67.41041056562058,75.78373608748217,0.002,0.0
19,DIRECTIONALITY_one-way,300,0.2102623916748534,-7.395902669920864e-05,0.0,0.0,86.42672516658179,97.1309001628188,0.002,0.0
20,DIRECTIONALITY_one-way,400,0.18625169423748963,-7.395902669920864e-05,0.0,0.0,101.25825599218946,113.74956461500645,0.002,0.0
21,STREETTYPE_AVE,10,-0.4798761092138755,-7.395902669920864e-05,0.023186456858833575,0.007749324039351723,-2.5242898885484313,-2.8881896307950607,0.004,0.013686271603680534
22,STREETTYPE_AVE,50,0.0976118643066129,-7.395902669920864e-05,3.1037234036190853e-06,7.726975859156937e-08,4.804438784106576,5.496980778246857,0.002,1.3431898202576065e-06
23,STREETTYPE_AVE,100,0.16869085506701176,-7.395902669920864e-05,0.0,0.0,22.5645228967098,25.816138388975993,0.002,0.0
24,STREETTYPE_AVE,150,0.18091034575226522,-7.395902669920864e-05,0.0,0.0,37.41430781850519,42.802242614097985,0.002,0.0
25,STREETTYPE_AVE,200,0.15524010056892137,-7.395902669920864e-05,0.0,0.0,42.76283139592408,48.9152344437566,0.002,0.0
26,STREETTYPE_AVE,300,0.11299535948368336,-7.395902669920864e-05,0.0,0.0,46.45992422648512,53.126543413341615,0.002,0.0
27,STREETTYPE_AVE,400,0.08393443767181163,-7.395902669920864e-05,0.0,0.0,45.654173697327074,52.18152196211346,0.002,0.0
28,STREETTYPE_BLVD,10,0.005128967516539064,-7.395902669920864e-05,1.956324231368518,1.9562112457764664,0.027373147158329763,0.02744397697798123,0.522,0.5866133857765234
29,STREETTYPE_BLVD,50,-0.00144349988054293,-7.395902669920864e-05,1.8925941665019352,1.892317379974782,-0.06735752405110139,-0.06753136922518874,0.212,0.9383126536759681
30,STREETTYPE_BLVD,100,0.11599800434627536,-7.395902669920864e-05,0.0,0.0,15.519280421458108,15.558677989707594,0.002,0.0
31,STREETTYPE_BLVD,150,0.18547979444235124,-7.395902669920864e-05,0.0,0.0,38.35893536541066,38.45369040553524,0.002,0.0
32,STREETTYPE_BLVD,200,0.19270609074202558,-7.395902669920864e-05,0.0,0.0,53.07839345788553,53.204674507756835,0.002,0.0
33,STREETTYPE_BLVD,300,0.19554495051312565,-7.395902669920864e-05,0.0,0.0,80.37936227282881,80.55001083314815,0.002,0.0
34,STREETTYPE_BLVD,400,0.15898006678613769,-7.395902669920864e-05,0.0,0.0,86.43755156735563,86.59098710127162,0.002,0.0
35,STREETTYPE_CIR,10,0.010839500635419004,-7.395902669920864e-05,1.9084262557137683,1.907920979209515,0.05741686623000565,0.057734026571422244,0.856,0.949012338061024
36,STREETTYPE_CIR,50,2.0974348043267197,-7.395902669920864e-05,0.0,0.0,103.16084881911503,103.7299947412794,0.002,0.0
37,STREETTYPE_CIR,100,0.5240711638768382,-7.395902669920864e-05,0.0,0.0,70.0802752663144,70.46394538474624,0.002,0.0
38,STREETTYPE_CIR,150,0.3332895510848454,-7.395902669920864e-05,0.0,0.0,68.91517470536135,69.28771792701617,0.002,0.0
39,STREETTYPE_CIR,200,0.2532126295884449,-7.395902669920864e-05,0.0,0.0,69.73774114203633,70.10832427008683,0.002,0.0
40,STREETTYPE_CIR,300,0.13387879539412012,-7.395902669920864e-05,0.0,0.0,55.04088025213285,55.31914437887688,0.002,0.0
41,STREETTYPE_CIR,400,0.08092243866426974,-7.395902669920864e-05,0.0,0.0,44.01730963051252,44.22439214663506,0.002,0.0
42,STREETTYPE_CRES,10,0.0025207591933570582,-7.395902669920864e-05,1.9782166932143719,1.9781891196799029,0.013651087149078547,0.013668367911479427,0.286,0.6913926160678179
43,STREETTYPE_CRES,50,3.0179537167235635,-7.395902669920864e-05,0.0,0.0,148.43432467581945,148.62124875932633,0.002,0.0
44,STREETTYPE_CRES,100,1.0112114529837408,-7.395902669920864e-05,0.0,0.0,135.2128579464867,135.37741356636982,0.002,0.0
45,STREETTYPE_CRES,150,0.8566668337773335,-7.395902669920864e-05,0.0,0.0,177.11129029552123,177.3147621334244,0.002,0.0
46,STREETTYPE_CRES,200,0.8114607316745063,-7.395902669920864e-05,0.0,0.0,223.44095081123993,223.67737633798896,0.002,0.0
47,STREETTYPE_CRES,300,0.6932888670218351,-7.395902669920864e-05,0.0,0.0,284.9011985220242,285.1299805838631,0.002,0.0
48,STREETTYPE_CRES,400,0.558383318633879,-7.395902669920864e-05,0.0,0.0,303.492347894129,303.6308823379224,0.002,0.0
49,STREETTYPE_CT,10,0.005577452219825981,-7.395902669920864e-05,1.9525605088640585,1.9524269564735328,0.02973267264447892,0.029816401299529505,0.538,0.969721707509045
50,STREETTYPE_CT,50,1.3203427858809407,-7.395902669920864e-05,0.0,0.0,64.94147465771205,65.12392162964667,0.002,0.0
51,STREETTYPE_CT,100,0.44195155780845063,-7.395902669920864e-05,0.0,0.0,59.10055925530989,59.26409594349978,0.002,0.0
52,STREETTYPE_CT,150,0.3507001897261157,-7.395902669920864e-05,0.0,0.0,72.51442047552253,72.71011174807764,0.002,0.0
53,STREETTYPE_CT,200,0.30721093424842216,-7.395902669920864e-05,0.0,0.0,84.60516785055474,84.82577695247932,0.002,0.0
54,STREETTYPE_CT,300,0.2497951053910145,-7.395902669920864e-05,0.0,0.0,102.67062676533,102.91202954438323,0.002,0.0
55,STREETTYPE_CT,400,0.2038124075433431,-7.395902669920864e-05,0.0,0.0,110.80158602849055,111.02352814745826,0.002,0.0
56,STREETTYPE_DR,10,-0.017092019258452648,-7.395902669920864e-05,1.857315360633743,1.8557301709876306,-0.08953381586340281,-0.09053122042846036,0.804,0.9264517255057321
57,STREETTYPE_DR,50,0.2275604160418145,-7.395902669920864e-05,0.0,0.0,11.195641116146279,11.320282357842522,0.002,0.0
58,STREETTYPE_DR,100,0.2179795130207889,-7.395902669920864e-05,0.0,0.0,29.15461133972221,29.47795329254652,0.002,0.0
59,STREETTYPE_DR,150,0.23274985077277585,-7.395902669920864e-05,0.0,0.0,48.13092327510561,48.6613611155972,0.002,0.0
60,STREETTYPE_DR,200,0.2257068610131771,-7.395902669920864e-05,0.0,0.0,62.16454044750854,62.843833180208904,0.002,0.0
61,STREETTYPE_DR,300,0.19648308225603892,-7.395902669920864e-05,0.0,0.0,80.7648384591579,81.62616393607136,0.002,0.0
62,STREETTYPE_DR,400,0.16608567463456236,-7.395902669920864e-05,0.0,0.0,90.29907812524579,91.22984869092157,0.002,0.0
63,STREETTYPE_LN,10,0.006925310894333161,-7.395902669920864e-05,1.9412508354139222,1.941045019776746,0.036823899772001074,0.036952963378164366,0.626,0.5518600719966764
64,STREETTYPE_LN,50,0.10996904889474639,-7.395902669920864e-05,1.2451246123035276e-07,1.1199677230067095e-07,5.412196746027208,5.431129791136795,0.006,1.999224030768687e-08
65,STREETTYPE_LN,100,0.13098646866148145,-7.395902669920864e-05,0.0,0.0,17.523297360908458,17.58385603824506,0.002,0.0
66,STREETTYPE_LN,150,0.1366621804626413,-7.395902669920864e-05,0.0,0.0,28.26702580102881,28.362775799658138,0.002,0.0
67,STREETTYPE_LN,200,0.10881523452143194,-7.395902669920864e-05,0.0,0.0,29.98060984730177,30.07942635644099,0.002,0.0
68,STREETTYPE_LN,300,0.09232749750288753,-7.395902669920864e-05,0.0,0.0,37.96754703520441,38.08293824294172,0.002,0.0
69,STREETTYPE_LN,400,0.07348503857757875,-7.395902669920864e-05,0.0,0.0,39.97547132912372,40.08301766830159,0.002,0.0
70,STREETTYPE_OTHER,10,0.0013329383886255927,-7.395902669920864e-05,1.9881884862167225,1.9881805966889337,0.007401836190904668,0.0074067803547887235,0.124,0.9657747118597577
71,STREETTYPE_OTHER,50,0.22544175330305755,-7.395902669920864e-05,0.0,0.0,11.091439860680643,11.098775771307247,0.012,1.7763568394002505e-15
72,STREETTYPE_OTHER,100,0.05071329481014477,-7.395902669920864e-05,2.2355894913062002e-11,2.1713741915618812e-11,6.790456637638568,6.794660728716993,0.012,8.893108471852429e-12
73,STREETTYPE_OTHER,150,0.08034832162125861,-7.395902669920864e-05,0.0,0.0,16.625441456394363,16.63460279595932,0.002,0.0
74,STREETTYPE_OTHER,200,0.048115559753579555,-7.395902669920864e-05,0.0,0.0,13.268085787063443,13.274195464779897,0.002,0.0
75,STREETTYPE_OTHER,300,0.02160537572290131,-7.395902669920864e-05,0.0,0.0,8.907989037313937,8.909822723253155,0.002,0.0
76,STREETTYPE_OTHER,400,0.015888704758195475,-7.395902669920864e-05,0.0,0.0,8.674873628680173,8.673658422495102,0.002,0.0
77,STREETTYPE_PKWY,10,0.003711401425178145,-7.395902669920864e-05,1.9682220682307707,1.9681627233533052,0.01991518193375639,0.01995237821005084,0.334,0.6779258378432811
78,STREETTYPE_PKWY,50,-0.0011728389710514305,-7.395902669920864e-05,1.9137974637826463,1.9136371864214394,-0.05404572786072137,-0.05414631387090654,0.27,0.9403358729489084
79,STREETTYPE_PKWY,100,0.07872938302367885,-7.395902669920864e-05,0.0,0.0,10.536318400147328,10.555482135021315,0.002,0.0
80,STREETTYPE_PKWY,150,0.11621022763423841,-7.395902669920864e-05,0.0,0.0,24.0390588535858,24.08114039867637,0.002,0.0
81,STREETTYPE_PKWY,200,0.10052969062974226,-7.395902669920864e-05,0.0,0.0,27.699339771776394,27.745311351039167,0.002,0.0
82,STREETTYPE_PKWY,300,0.0790935707790357,-7.395902669920864e-05,0.0,0.0,32.529756829079176,32.575432277456656,0.002,0.0
83,STREETTYPE_PKWY,400,0.06108785146630849,-7.395902669920864e-05,0.0,0.0,33.238247956472094,33.27337843036914,0.002,0.0
84,STREETTYPE_PL,10,0.08592997108898166,-7.395902669920864e-05,1.3018525341035914,1.269326242474039,0.4524757779466941,0.47517377003714806,0.346,0.6354701017468365
85,STREETTYPE_PL,50,0.11801566403160742,-7.395902669920864e-05,1.2648488922906154e-08,2.131342657918367e-09,5.807949870944882,6.099250226529771,0.002,3.3826283996063466e-09
86,STREETTYPE_PL,100,0.13587732821223136,-7.395902669920864e-05,0.0,0.0,18.17722462003611,19.088132789328334,0.002,0.0
87,STREETTYPE_PL,150,0.12760614935243197,-7.395902669920864e-05,0.0,0.0,26.39490138678672,27.71559062344221,0.002,0.0
88,STREETTYPE_PL,200,0.12767365955896434,-7.395902669920864e-05,0.0,0.0,35.17292567738397,36.92915590782303,0.002,0.0
89,STREETTYPE_PL,300,0.09798587267406304,-7.395902669920864e-05,0.0,0.0,40.292560444334484,42.29255905209318,0.002,0.0
90,STREETTYPE_PL,400,0.07952951112900006,-7.395902669920864e-05,0.0,0.0,43.26032630334329,45.39032500848962,0.002,0.0
91,STREETTYPE_RD,10,0.19984462331848088,-7.395902669920864e-05,0.5857892291045181,0.5420543344497668,1.0517928186649526,1.1007001815406001,0.27,0.26952171719242424
92,STREETTYPE_RD,50,0.22361319466930557,-7.395902669920864e-05,0.0,0.0,11.001506667518774,11.512973972419209,0.002,0.0
93,STREETTYPE_RD,100,0.24751882585371143,-7.395902669920864e-05,0.0,0.0,33.104134256278975,34.641750150081855,0.002,0.0
94,STREETTYPE_RD,150,0.25606549597458395,-7.395902669920864e-05,0.0,0.0,52.950892209057564,55.40631441252445,0.002,0.0
95,STREETTYPE_RD,200,0.24023250976191868,-7.395902669920864e-05,0.0,0.0,66.16390708550715,69.2251986213353,0.002,0.0
96,STREETTYPE_RD,300,0.2008979962025021,-7.395902669920864e-05,0.0,0.0,82.57891649660797,86.37564632262863,0.002,0.0
97,STREETTYPE_RD,400,0.16611699348189288,-7.395902669920864e-05,0.0,0.0,90.31609828218508,94.43279926188706,0.002,0.0
98,STREETTYPE_ST,10,-0.49996374227961704,-7.395902669920864e-05,0.0170783273513536,9.09984346122133e-13,-2.6299730519376348,-7.238106480951924,0.008,0.007207827885502377
99,STREETTYPE_ST,50,0.13283851736678862,-7.395902669920864e-05,1.2555068096276045e-10,0.0,6.536975731858957,17.988849354032553,0.002,1.3452572389383022e-11
100,STREETTYPE_ST,100,0.2266833182536752,-7.395902669920864e-05,0.0,0.0,30.318344511951526,83.4362394897487,0.002,0.0
101,STREETTYPE_ST,150,0.2588881332751579,-7.395902669920864e-05,0.0,0.0,53.534407011364024,147.26792581954678,0.002,0.0
102,STREETTYPE_ST,200,0.2359488862237806,-7.395902669920864e-05,0.0,0.0,64.98449118715291,178.64613762525164,0.002,0.0
103,STREETTYPE_ST,300,0.19605249579440553,-7.395902669920864e-05,0.0,0.0,80.58791146743292,221.11486244972477,0.002,0.0
104,STREETTYPE_ST,400,0.16562645478122726,-7.395902669920864e-05,0.0,0.0,90.0495161317624,246.42880075732705,0.002,0.0
105,STREETTYPE_TER,10,0.00963189725976256,-7.395902669920864e-05,1.9185497825376334,1.918151190005588,0.05106353707264919,0.05131364536232065,0.834,0.8972029297945354
106,STREETTYPE_TER,50,0.06617601565000246,-7.395902669920864e-05,0.0022412949669869953,0.0021186265048580566,3.258343298154726,3.2742807037297417,0.022,0.0005017225521506408
107,STREETTYPE_TER,100,0.17542420822761817,-7.395902669920864e-05,0.0,0.0,23.46479883621797,23.57857774558905,0.002,0.0
108,STREETTYPE_TER,150,0.15766373175211784,-7.395902669920864e-05,0.0,0.0,32.608609484598745,32.76448272624722,0.002,0.0
109,STREETTYPE_TER,200,0.1277225768718794,-7.395902669920864e-05,0.0,0.0,35.18639414772063,35.35136292407286,0.002,0.0
110,STREETTYPE_TER,300,0.10640293804463916,-7.395902669920864e-05,0.0,0.0,43.751113343372516,43.94495459886225,0.002,0.0
111,STREETTYPE_TER,400,0.07972126468703798,-7.395902669920864e-05,0.0,0.0,43.364534341941635,43.54146958595038,0.002,0.0
112,STREETTYPE_WAY,10,0.001778041191287598,-7.395902669920864e-05,1.9844517592501831,1.9844378948743535,0.009743569139967007,0.009752257761877839,0.16,0.7745941021955511
113,STREETTYPE_WAY,50,0.7525551133610412,-7.395902669920864e-05,0.0,0.0,37.01622386994539,37.0489891080096,0.002,0.0
114,STREETTYPE_WAY,100,0.28191633859311055,-7.395902669920864e-05,0.0,0.0,37.703217708396274,37.73499663876283,0.002,0.0
115,STREETTYPE_WAY,150,0.22507613985600183,-7.395902669920864e-05,0.0,0.0,46.54456150356388,46.58062229336822,0.002,0.0
116,STREETTYPE_WAY,200,0.20354011337657643,-7.395902669920864e-05,0.0,0.0,56.061339653916754,56.09969314301886,0.002,0.0
117,STREETTYPE_WAY,300,0.14248188544911025,-7.395902669920864e-05,0.0,0.0,58.575870268295084,58.60101872459913,0.002,0.0
118,STREETTYPE_WAY,400,0.12845393253799892,-7.395902669920864e-05,0.0,0.0,69.84819276464019,69.85400183622994,0.002,0.0
119,SEGMENTTYPE_1,10,7.395902669920864e-05,-7.395902669920864e-05,1.9987581525955003,1.9987581067360267,0.0007782125327736208,0.000778241270945466,0.01,0.9497791797525512
120,SEGMENTTYPE_1,50,-0.0005343584666260342,-7.395902669920864e-05,1.9638690937307715,1.9638679958793928,-0.022643622686354323,-0.022644310839083356,0.24,0.08562771581409061
121,SEGMENTTYPE_1,100,-0.0001053250136139235,-7.395902669920864e-05,1.9933077525487903,1.9933078320941287,-0.0041937564634887846,-0.004193706615401833,0.538,0.596865314802945
122,SEGMENTTYPE_1,150,-8.11932606074748e-05,-7.395902669920864e-05,1.9976135120638578,1.9976137026333531,-0.0014955100919137655,-0.0014953906700589123,0.72,0.7551659426021196
123,SEGMENTTYPE_1,200,-8.554382106615641e-05,-7.395902669920864e-05,1.9949100521643663,1.9949109187205067,-0.0031896571988400155,-0.0031891141625473175,0.36,0.5266278461163367
124,SEGMENTTYPE_1,300,-6.585986138844342e-05,-7.395902669920864e-05,1.9946894042762082,1.994691658077611,0.0033279284919487365,0.0033265161235505915,0.35,0.5157172808913213
125,SEGMENTTYPE_1,400,-7.20620782011893e-05,-7.395902669920864e-05,1.9983549340596696,1.9983562002199378,0.001030892382511019,0.0010300989338077997,0.706,0.7930482980613514
126,SEGMENTTYPE_2,10,2.187924195463699,-7.395902669920864e-05,0.0,0.0,11.511289841840227,11.614430313363497,0.006,0.0
127,SEGMENTTYPE_2,50,0.6717188283314475,-7.395902669920864e-05,0.0,0.0,33.0404885000943,33.336302091306024,0.002,0.0
128,SEGMENTTYPE_2,100,0.4425353110765904,-7.395902669920864e-05,0.0,0.0,59.17860937526946,59.705930418451615,0.002,0.0
129,SEGMENTTYPE_2,150,0.37467120951574684,-7.395902669920864e-05,0.0,0.0,77.46987290675997,78.15479800362274,0.002,0.0
130,SEGMENTTYPE_2,200,0.3439413862943161,-7.395902669920864e-05,0.0,0.0,94.7182131989549,95.54684412357678,0.002,0.0
131,SEGMENTTYPE_2,300,0.2910861487454792,-7.395902669920864e-05,0.0,0.0,119.63702198867071,120.65242372192692,0.002,0.0
132,SEGMENTTYPE_2,400,0.25024199361611293,-7.395902669920864e-05,0.0,0.0,136.03363985363882,137.13996100221692,0.002,0.0
133,SEGMENTTYPE_3,10,7.395902669920864e-05,-7.395902669920864e-05,1.9987581525955003,1.9987581067360267,0.0007782125327736208,0.000778241270945466,0.012,0.9437701269617327
134,SEGMENTTYPE_3,50,-0.0005343584666260342,-7.395902669920864e-05,1.9638690937307715,1.9638679958793928,-0.022643622686354323,-0.022644310839083356,0.226,0.07312952100321671
135,SEGMENTTYPE_3,100,-6.395177354166227e-05,-7.395902669920864e-05,1.9978648466905748,1.9978648720695507,0.0013380093132519936,0.0013379934093231008,0.536,0.8610443227095512
136,SEGMENTTYPE_3,150,-5.719295482694442e-05,-7.395902669920864e-05,1.99446908082178,1.994469522483783,0.0034659965387727055,0.0034657197664942616,0.254,0.5144783427049862
137,SEGMENTTYPE_3,200,-7.790234784247608e-05,-7.395902669920864e-05,1.9982674419266095,1.99826773689296,-0.00108571997685574,-0.0010855351339982208,0.822,0.8185943511374242
138,SEGMENTTYPE_3,300,-5.960476454857734e-05,-7.395902669920864e-05,1.9905879953055465,1.9905919897014526,0.005898133469197444,0.005895630309246716,0.166,0.21549881163318618
139,SEGMENTTYPE_3,400,-6.833796067557064e-05,-7.395902669920864e-05,1.995125322838292,1.9951290747277435,0.003054755651727158,0.0030524044927200352,0.426,0.5872260319508675
140,elevation_diff,10,0.4072403719083163,-7.395902669920864e-05,0.0642384350507541,0.057329604859977845,2.1429238002352107,2.188065899316767,0.056,0.03624496782736686
141,elevation_diff,50,0.27901923408388957,-7.395902669920864e-05,0.0,0.0,13.726517478236783,14.015574719604265,0.002,0.0
142,elevation_diff,100,0.29434943872186503,-7.395902669920864e-05,0.0,0.0,39.36557235286965,40.192870062619065,0.002,0.0
143,elevation_diff,150,0.27394956411082544,-7.395902669920864e-05,0.0,0.0,56.648008548033225,57.834454257351645,0.002,0.0
144,elevation_diff,200,0.2499368602069862,-7.395902669920864e-05,0.0,0.0,68.83581910023298,70.27091121370884,0.002,0.0
145,elevation_diff,300,0.2161788811368507,-7.395902669920864e-05,0.0,0.0,88.85779714713814,90.68626765986028,0.002,0.0
146,elevation_diff,400,0.19669844844646475,-7.395902669920864e-05,0.0,0.0,106.93552100346525,109.0966717130016,0.002,0.0
147,d_auth_score_SgAsNd,10,0.04243996777473694,-7.395902669920864e-05,1.6460277649688444,1.645934242179833,0.22367026805838128,0.22373035966811974,0.028,0.14149421779527094
148,d_auth_score_SgAsNd,50,0.11656344791918577,-7.395902669920864e-05,1.9327625278009464e-08,1.915685343689688e-08,5.736526166098615,5.738029795748918,0.01,3.5083047578154947e-14
149,d_auth_score_SgAsNd,100,0.7934704789088672,-7.395902669920864e-05,0.0,0.0,106.10002882123914,106.1233533269447,0.002,0.0
150,d_auth_score_SgAsNd,150,0.61189253209683,-7.395902669920864e-05,0.0,0.0,126.50987996704704,126.52908777177261,0.002,0.0
